学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩
翟帅,会计学,4,男,89,86,75,1,1,1,100.0,80,79,84.75,94,91.22
刘旭,英语,3,男,93,78,63,0,0,1,33.33,78,99,74.32,89,84.6
朱桂英,金融学,2,女,62,97,87,1,1,1,100.0,73,80,82.85,96,92.05
龙伟,英语,4,女,78,75,73,1,0,1,66.67,92,74,77.43,85,82.73
茅旭,电子信息工程,3,女,97,71,79,0,1,1,66.67,99,95,86.53,91,89.66
叶欣,电子信息工程,1,女,90,68,98,1,1,1,100.0,95,94,92.85,69,76.16
王瑜,电子信息工程,4,女,82,92,91,1,1,0,66.67,89,72,80.08,65,69.52
许桂珍,电子信息工程,3,男,65,89,100,0,1,1,66.67,73,87,78.73,90,86.62
吴岩,英语,1,女,91,67,62,0,1,1,66.67,91,91,80.83,61,66.95
郭建平,电子信息工程,2,女,89,82,97,1,1,1,100.0,98,87,93.05,87,88.82
邵雪梅,电子信息工程,2,男,66,75,71,1,1,0,66.67,90,98,81.53,94,90.26
胡冬梅,计算机科学与技术,1,女,83,85,74,1,1,1,100.0,73,100,87.45,80,82.24
陆芳,计算机科学与技术,3,男,85,89,85,1,0,1,66.67,94,94,86.23,96,93.07
廖浩,英语,2,女,80,79,94,1,1,1,100.0,75,96,88.05,80,82.42
吴艳,计算机科学与技术,4,男,80,75,68,1,1,1,100.0,96,81,86.55,70,74.96
陈玉兰,计算机科学与技术,3,女,88,70,63,1,1,1,100.0,76,85,82.35,88,86.3
王小红,英语,2,男,78,78,100,1,1,1,100.0,86,74,85.6,95,92.18
林丽丽,金融学,1,男,100,77,67,1,0,1,66.67,76,94,80.23,79,79.37
万成,电子信息工程,1,女,80,95,84,1,1,1,100.0,89,93,91.4,99,96.72
崔兰英,金融学,1,女,77,94,85,1,1,1,100.0,83,79,86.1,72,76.23
农秀兰,电子信息工程,1,男,100,71,74,1,0,1,66.67,80,83,78.58,93,88.67
陈旭,金融学,4,男,61,61,71,1,1,0,66.67,94,95,79.88,95,90.46
许强,会计学,2,男,98,97,64,1,1,1,100.0,87,81,87.9,62,69.77
余畅,金融学,1,女,86,93,65,1,0,1,66.67,73,87,77.73,63,67.42
陆成,计算机科学与技术,4,女,90,91,65,1,1,1,100.0,92,84,88.6,67,73.48
梁明,电子信息工程,1,女,91,73,98,1,1,1,100.0,72,97,88.45,68,74.13
卢浩,会计学,2,女,68,70,75,1,1,1,100.0,86,97,87.05,96,93.31
张建军,金融学,3,男,61,69,60,1,1,1,100.0,84,95,83.75,77,79.03
杜建华,金融学,4,男,78,68,68,1,1,1,100.0,82,90,84.4,86,85.52
罗志强,计算机科学与技术,3,女,86,80,98,1,1,1,100.0,78,79,85.65,66,71.9
李峰,电子信息工程,1,女,67,75,63,1,1,1,100.0,97,91,87.5,79,81.55
李东,金融学,1,男,88,63,94,1,1,1,100.0,90,95,90.75,91,90.92
王博,会计学,2,男,93,99,90,1,1,1,100.0,79,85,89.2,92,91.16
潘磊,金融学,3,男,75,65,67,1,1,1,100.0,98,70,82.7,91,88.51
彭秀兰,金融学,2,女,63,82,83,1,1,1,100.0,99,81,87.8,97,94.24
蔡燕,会计学,3,女,65,85,96,1,0,1,66.67,82,70,75.93,93,87.88
陆健,会计学,4,男,92,72,76,1,0,1,66.67,70,75,73.58,70,71.07
魏宁,英语,1,男,66,100,82,0,1,1,66.67,83,94,82.38,88,86.31
邹丹,电子信息工程,2,女,91,66,82,1,1,1,100.0,88,91,88.65,72,77.0
赵丽丽,会计学,2,女,100,91,66,1,1,1,100.0,99,96,94.45,66,74.54
段红霞,金融学,1,女,81,61,79,1,1,1,100.0,80,96,86.1,98,94.43
武辉,计算机科学与技术,4,男,79,93,97,1,0,1,66.67,87,91,84.73,96,92.62
贺明,电子信息工程,2,男,74,66,64,1,1,1,100.0,92,89,85.65,73,76.79
孙英,计算机科学与技术,2,男,88,76,91,1,0,1,66.67,85,91,82.83,81,81.55
和辉,计算机科学与技术,4,女,69,99,83,1,0,1,66.67,81,78,78.18,72,73.85
郭英,电子信息工程,4,女,89,63,84,1,1,0,66.67,98,75,80.18,69,72.35
范玉珍,电子信息工程,4,男,62,67,91,1,1,1,100.0,70,72,77.5,86,83.45
李红梅,计算机科学与技术,1,女,68,69,92,1,1,1,100.0,81,76,82.15,76,77.84
胡淑珍,金融学,4,女,80,77,100,1,1,1,100.0,81,87,87.7,77,80.21
张东,会计学,3,女,67,82,78,1,1,1,100.0,74,73,79.45,64,68.63
王欢,英语,3,女,60,95,72,1,1,1,100.0,78,97,86.45,73,77.04
刘海燕,会计学,3,女,64,85,68,1,1,1,100.0,73,76,78.95,95,90.18
吕丹,金融学,4,男,90,90,78,1,1,1,100.0,93,75,87.8,73,77.44
李梅,会计学,3,男,99,82,66,1,1,1,100.0,97,82,89.45,65,72.34
张杨,英语,2,女,62,74,100,1,1,1,100.0,92,73,84.85,65,70.96
朱桂珍,会计学,4,女,64,93,80,1,1,1,100.0,74,100,87.2,82,83.56
朱伟,计算机科学与技术,2,男,70,75,99,1,1,1,100.0,84,84,86.4,90,88.92
陈刚,电子信息工程,2,女,88,93,80,1,1,1,100.0,98,78,90.1,65,72.53
汪琴,计算机科学与技术,3,男,94,87,74,1,1,1,100.0,75,86,85.75,95,92.22
陈成,计算机科学与技术,2,男,77,62,63,1,1,1,100.0,96,89,86.45,99,95.24
黄桂荣,会计学,4,男,99,71,74,1,1,1,100.0,86,91,88.65,72,77.0
钱欢,电子信息工程,2,女,94,73,100,0,1,1,66.67,83,75,79.53,93,88.96
陈玉华,会计学,1,男,88,90,100,1,1,1,100.0,77,93,90.3,75,79.59
颜桂香,金融学,1,男,94,60,70,1,0,1,66.67,91,78,77.98,74,75.19
李凤兰,电子信息工程,3,女,60,77,74,1,1,1,100.0,98,82,86.1,80,81.83
宋丹丹,计算机科学与技术,2,女,69,70,85,1,1,0,66.67,83,97,80.73,86,84.42
刘丽,金融学,3,男,79,61,71,1,1,1,100.0,88,93,86.35,88,87.5
赖帆,会计学,4,男,95,87,86,1,1,1,100.0,76,72,83.8,77,79.04
傅阳,计算机科学与技术,1,女,69,81,72,1,1,1,100.0,87,71,81.7,93,89.61
张小红,英语,1,男,63,65,68,1,1,1,100.0,78,96,83.1,82,82.33
鲁雷,计算机科学与技术,1,女,79,75,81,1,1,1,100.0,77,92,85.75,68,73.32
梁娟,电子信息工程,3,男,80,75,85,1,1,1,100.0,84,86,86.5,90,88.95
赵春梅,会计学,1,男,82,86,76,1,1,1,100.0,93,85,88.9,60,68.67
黎岩,金融学,3,男,87,68,83,1,1,1,100.0,88,93,89.05,91,90.42
孙波,金融学,3,男,82,97,67,1,1,1,100.0,83,82,85.85,76,78.96
施斌,电子信息工程,2,男,84,78,72,1,1,0,66.67,88,95,82.48,85,84.24
张艳,电子信息工程,1,女,71,98,80,1,1,1,100.0,85,78,85.65,95,92.2
周丽娟,计算机科学与技术,1,女,89,83,80,0,1,1,66.67,95,83,83.03,60,66.91
赵斌,英语,4,男,97,65,86,0,1,1,66.67,83,73,77.13,73,74.24
杨志强,计算机科学与技术,3,女,66,75,87,1,1,1,100.0,78,97,86.55,97,93.86
贺成,计算机科学与技术,4,男,87,63,78,1,1,1,100.0,81,97,87.3,86,86.39
梁明,会计学,2,女,61,85,64,1,1,1,100.0,78,91,83.25,63,69.07
胡龙,金融学,2,女,74,75,79,1,1,1,100.0,76,85,83.05,60,66.91
张丹丹,金融学,3,男,85,100,73,1,1,0,66.67,81,80,79.38,92,88.21
唐淑珍,英语,2,男,61,79,83,1,1,1,100.0,89,77,83.8,79,80.44
蒋杰,英语,4,女,100,99,64,0,1,1,66.67,77,88,80.88,94,90.06
李敏,会计学,2,女,73,98,73,1,1,1,100.0,77,86,85.15,83,83.64
黄利,计算机科学与技术,4,男,98,64,84,1,1,1,100.0,94,96,92.1,74,79.43
魏桂花,英语,4,男,62,66,87,1,1,1,100.0,86,87,84.75,66,71.62
高东,计算机科学与技术,2,女,83,95,68,0,1,1,66.67,95,94,85.18,78,80.15
孔坤,电子信息工程,1,女,83,67,76,1,1,1,100.0,99,85,88.6,73,77.68
李梅,金融学,1,男,62,91,79,1,1,0,66.67,100,96,85.53,100,95.66
罗淑兰,计算机科学与技术,3,女,64,73,74,1,1,1,100.0,87,97,87.1,69,74.43
张华,金融学,2,女,65,83,65,1,0,1,66.67,98,81,79.38,63,67.91
谢洁,电子信息工程,1,男,96,67,94,1,1,1,100.0,98,76,89.2,72,77.16
邵秀兰,英语,1,男,85,92,61,1,1,1,100.0,77,98,87.55,77,80.16
胡欣,电子信息工程,1,男,77,65,75,0,1,1,66.67,81,100,80.28,90,87.08
韩岩,金融学,3,男,84,87,100,1,1,1,100.0,93,98,94.85,94,94.26
廖秀荣,英语,3,男,63,85,73,1,1,1,100.0,82,90,85.1,65,71.03
李坤,金融学,4,女,61,94,62,0,1,1,66.67,79,80,74.78,63,66.53
屈佳,电子信息工程,1,男,99,87,87,1,1,1,100.0,86,94,92.3,73,78.79
张宇,英语,2,女,100,100,83,1,1,1,100.0,78,92,90.8,63,71.34
陈伟,计算机科学与技术,2,男,84,97,81,1,1,1,100.0,95,73,88.2,60,68.46
张秀珍,会计学,1,女,64,78,86,1,1,1,100.0,97,79,86.8,70,75.04
萧文,金融学,4,女,64,67,97,1,0,1,66.67,96,72,78.13,66,69.64
蔡秀梅,计算机科学与技术,4,女,79,73,72,1,1,1,100.0,80,77,81.65,82,81.9
吴敏,英语,1,女,93,85,88,1,1,1,100.0,90,91,91.85,64,72.35
苟建华,金融学,4,女,86,88,87,1,1,1,100.0,97,96,94.35,91,92.0
王凯,会计学,3,女,94,88,64,1,1,1,100.0,87,84,87.35,73,77.3
李淑华,英语,1,男,64,92,97,1,1,1,100.0,84,83,87.05,77,80.02
张阳,英语,3,女,64,90,89,1,1,1,100.0,71,89,84.3,67,72.19
陈玉梅,计算机科学与技术,2,女,75,98,64,1,1,1,100.0,83,71,82.2,79,79.96
陈桂珍,金融学,1,男,85,70,72,1,1,0,66.67,80,89,78.28,91,87.18
陈淑英,英语,2,男,62,78,89,1,1,1,100.0,70,94,83.9,62,68.57
彭颖,金融学,2,男,67,84,92,1,1,1,100.0,71,78,81.55,77,78.36
廖娟,电子信息工程,3,女,67,87,63,0,1,0,33.33,87,94,73.62,96,89.29
徐兵,英语,2,男,70,66,62,1,1,1,100.0,89,79,81.8,76,77.74
朱兰英,电子信息工程,1,男,77,93,68,1,1,1,100.0,92,98,91.3,92,91.79
黄凤英,英语,3,女,66,99,66,1,1,1,100.0,72,83,81.85,73,75.65
孙璐,会计学,3,女,84,75,82,1,1,1,100.0,86,97,89.85,79,82.26
李婷婷,英语,1,男,99,93,76,1,1,1,100.0,91,81,89.8,98,95.54
谭磊,计算机科学与技术,4,女,87,62,70,1,1,1,100.0,100,71,84.65,64,70.19
张杨,金融学,4,女,75,62,84,1,1,1,100.0,97,96,90.35,73,78.2
杨玲,会计学,1,女,79,86,67,1,1,1,100.0,91,79,85.7,90,88.71
边柳,英语,1,男,70,67,84,1,1,1,100.0,89,91,87.1,74,77.93
张淑英,英语,1,男,67,82,97,1,1,1,100.0,85,88,87.85,90,89.35
荣秀云,会计学,4,女,85,97,89,1,1,1,100.0,88,73,87.35,60,68.2
林兰英,计算机科学与技术,1,男,94,90,72,1,1,1,100.0,91,83,89.1,83,84.83
吴凯,电子信息工程,3,男,83,79,78,1,1,1,100.0,81,81,84.5,92,89.75
解明,英语,4,男,87,71,91,1,1,1,100.0,87,75,85.4,98,94.22
袁志强,电子信息工程,4,女,76,79,95,1,1,1,100.0,89,88,89.25,78,81.38
胡秀华,英语,4,女,62,65,80,1,1,1,100.0,74,87,80.95,98,92.88
王伟,英语,3,女,73,97,63,1,1,1,100.0,97,76,86.55,76,79.16
林雪,金融学,4,女,80,63,69,1,1,1,100.0,84,75,80.95,76,77.48
彭欣,电子信息工程,2,男,75,64,70,1,1,1,100.0,97,70,82.65,99,94.1
吴玲,计算机科学与技术,3,男,65,79,85,1,1,1,100.0,76,75,80.65,64,69.0
敬玉珍,英语,4,女,84,89,98,1,1,1,100.0,73,75,84.1,98,93.83
朱静,英语,2,男,74,82,60,0,1,1,66.67,70,100,77.43,63,67.33
蒋健,计算机科学与技术,2,男,73,62,94,1,1,1,100.0,98,84,88.4,63,70.62
周军,英语,4,女,82,72,87,1,1,1,100.0,77,78,82.85,81,81.55
胡秀珍,会计学,4,女,75,98,92,1,1,1,100.0,85,77,87.0,93,91.2
王秀云,金融学,1,男,73,89,72,1,1,1,100.0,82,79,83.65,72,75.5
余帆,英语,1,女,97,77,80,1,1,1,100.0,98,79,89.65,74,78.69
白丽华,电子信息工程,2,男,83,97,66,1,1,1,100.0,70,92,85.1,69,73.83
赵波,计算机科学与技术,1,男,61,76,69,1,1,1,100.0,74,92,82.1,63,68.73
张峰,会计学,2,男,73,73,69,1,1,1,100.0,91,98,88.75,78,81.22
李琴,金融学,3,男,60,82,90,1,1,1,100.0,75,92,84.95,85,84.98
李军,会计学,3,男,76,64,73,1,1,1,100.0,72,75,78.05,73,74.51
张佳,金融学,4,男,70,63,77,1,1,1,100.0,81,74,79.75,81,80.62
李淑英,计算机科学与技术,1,男,81,77,66,1,1,1,100.0,74,81,81.15,75,76.84
冷金凤,英语,3,男,76,94,64,1,1,1,100.0,92,78,85.9,87,86.67
胡成,会计学,4,男,92,72,83,1,1,1,100.0,84,96,89.7,89,89.21
尹健,金融学,2,男,76,73,69,1,1,1,100.0,98,85,87.55,63,70.36
解梅,金融学,4,男,68,100,82,1,1,1,100.0,97,72,87.25,94,91.98
侯桂花,计算机科学与技术,1,男,65,68,86,1,1,1,100.0,85,86,84.65,88,86.99
黄想,英语,1,男,84,72,88,1,1,1,100.0,83,91,87.9,94,92.17
焦璐,电子信息工程,2,女,69,88,77,1,1,1,100.0,88,97,89.65,86,87.1
张刚,电子信息工程,2,女,81,84,90,1,1,0,66.67,78,74,76.83,63,67.15
沈东,金融学,1,男,89,94,88,0,1,1,66.67,98,71,82.68,62,68.2
张静,会计学,3,男,61,72,68,1,1,1,100.0,92,74,81.6,75,76.98
曹旭,英语,1,女,86,73,81,1,1,1,100.0,81,97,88.5,77,80.45
袁凤兰,电子信息工程,2,女,68,64,79,0,1,1,66.67,92,98,81.93,76,77.78
谢金凤,金融学,1,男,68,76,89,1,1,1,100.0,77,96,86.55,86,86.16
高云,电子信息工程,4,男,92,91,85,1,1,1,100.0,95,84,91.55,91,91.16
孙平,计算机科学与技术,3,女,65,86,65,1,1,1,100.0,78,80,81.1,68,71.93
廖俊,英语,3,女,98,97,60,1,0,1,66.67,94,84,83.33,92,89.4
马红霞,电子信息工程,3,男,90,99,92,0,1,1,66.67,74,90,82.43,100,94.73
李璐,金融学,1,女,81,76,70,1,1,1,100.0,76,96,85.7,86,85.91
史建平,英语,4,女,72,92,64,1,1,0,66.67,81,99,81.13,82,81.74
夏玉兰,电子信息工程,2,女,78,88,69,1,1,1,100.0,98,85,89.25,89,89.07
廖云,电子信息工程,4,女,84,85,82,1,1,1,100.0,75,81,84.1,81,81.93
梁冬梅,英语,1,女,99,70,70,1,1,1,100.0,92,93,90.15,96,94.24
蔡杨,会计学,4,男,87,100,97,1,1,1,100.0,91,86,92.65,72,78.19
范晶,计算机科学与技术,4,男,63,66,78,1,0,1,66.67,87,91,78.53,95,90.06
郭敏,会计学,4,女,78,69,76,1,1,1,100.0,100,96,91.3,61,70.09
彭秀梅,金融学,1,男,69,66,72,1,1,0,66.67,81,87,76.03,66,69.01
石玉兰,电子信息工程,4,女,62,60,77,1,0,1,66.67,83,80,73.98,89,84.49
徐秀兰,金融学,1,女,68,62,100,1,1,1,100.0,71,78,80.25,74,75.88
辛秀芳,金融学,1,女,93,71,84,0,1,1,66.67,79,95,81.63,70,73.49
杨颖,电子信息工程,3,女,77,99,70,1,1,1,100.0,75,74,81.85,89,86.85
刘晨,金融学,2,男,87,67,100,1,0,1,66.67,100,76,82.73,63,68.92
叶龙,英语,1,男,89,67,84,1,1,1,100.0,76,73,81.25,81,81.07
卢琳,电子信息工程,4,女,83,84,88,0,0,1,33.33,71,75,68.67,68,68.2
杨强,英语,2,男,65,68,67,1,0,1,66.67,86,87,76.58,72,73.37
高鑫,会计学,3,女,97,82,90,0,1,1,66.67,82,93,83.98,88,86.79
赵凤英,英语,1,女,98,64,92,1,1,1,100.0,92,70,85.9,73,76.87
张瑜,电子信息工程,1,女,88,61,98,1,1,1,100.0,79,97,88.7,79,81.91
赵飞,电子信息工程,1,男,92,75,70,0,1,1,66.67,92,72,78.03,64,68.21
高丽丽,英语,4,男,84,76,60,1,0,1,66.67,93,86,80.08,90,87.02
陈颖,会计学,1,女,99,100,73,1,1,1,100.0,88,77,88.45,86,86.74
陶玉珍,电子信息工程,2,女,85,96,87,1,1,1,100.0,94,76,89.3,69,75.09
胡佳,会计学,2,女,75,70,89,1,1,1,100.0,85,84,85.65,77,79.6
覃晶,英语,3,女,94,92,100,1,1,1,100.0,93,94,95.35,71,78.3
刘萍,英语,2,男,80,95,92,1,1,1,100.0,98,88,93.2,76,81.16
吕建军,计算机科学与技术,3,男,63,93,74,1,1,0,66.67,75,94,78.58,82,80.97
张兵,会计学,1,女,88,99,74,1,1,1,100.0,81,96,90.35,73,78.2
刘凤兰,计算机科学与技术,2,男,61,89,85,1,1,1,100.0,81,80,83.75,92,89.52
何博,英语,4,女,63,84,85,1,1,1,100.0,86,84,85.7,94,91.51
萧兰英,金融学,1,女,88,72,86,1,1,1,100.0,74,82,83.6,79,80.38
郑霞,会计学,2,女,97,79,80,1,1,1,100.0,72,91,86.35,82,83.3
洪淑珍,电子信息工程,1,男,99,69,99,1,1,1,100.0,84,77,86.95,85,85.58
戴文,计算机科学与技术,1,男,76,63,68,1,1,1,100.0,75,99,84.2,69,73.56
郑雪梅,金融学,4,男,67,93,77,1,0,0,33.33,98,79,74.62,80,78.39
李雷,电子信息工程,1,男,94,74,76,1,1,1,100.0,80,76,83.4,86,85.22
王建国,会计学,3,女,73,71,80,0,1,1,66.67,100,88,82.73,79,80.12
温凯,计算机科学与技术,3,女,83,87,80,1,1,1,100.0,77,76,83.25,73,76.07
李桂珍,金融学,1,女,71,94,75,1,1,1,100.0,76,87,84.75,72,75.82
朱倩,电子信息工程,4,男,88,84,76,1,0,1,66.67,77,80,77.38,68,70.81
谭英,计算机科学与技术,4,男,82,66,82,1,1,1,100.0,96,89,89.25,98,95.38
卢成,计算机科学与技术,3,女,87,87,73,1,1,1,100.0,75,78,82.95,83,82.98
李俊,金融学,1,女,100,80,80,1,1,1,100.0,96,70,87.5,60,68.25
孙博,电子信息工程,3,女,94,93,91,1,0,1,66.67,86,86,84.13,64,70.04
郎畅,计算机科学与技术,3,女,78,68,84,1,1,1,100.0,88,93,88.25,98,95.07
郭斌,计算机科学与技术,2,女,70,75,60,1,1,0,66.67,85,77,74.33,61,65.0
林秀英,英语,1,女,67,90,91,1,1,0,66.67,98,81,82.88,99,94.16
徐金凤,金融学,3,女,81,64,66,1,1,1,100.0,95,94,88.35,92,90.9
彭玉兰,计算机科学与技术,4,女,87,65,74,1,1,1,100.0,70,90,82.6,99,94.08
王文,金融学,3,女,80,97,94,1,1,1,100.0,81,73,85.6,96,92.88
宋丽华,会计学,3,女,99,98,67,1,1,1,100.0,93,78,89.15,100,96.74
田海燕,英语,1,男,60,71,93,1,1,1,100.0,96,70,83.9,84,83.97
蓝想,电子信息工程,2,女,98,100,100,1,1,1,100.0,97,100,99.05,72,80.11
温淑珍,计算机科学与技术,1,男,91,92,79,1,1,1,100.0,81,80,86.45,77,79.83
景红梅,会计学,2,女,87,60,66,1,1,1,100.0,93,88,86.55,65,71.46
郭欢,计算机科学与技术,2,男,95,65,68,1,1,1,100.0,81,85,84.3,68,72.89
张秀芳,会计学,1,女,78,61,64,1,0,1,66.67,70,82,71.63,77,75.39
田雪,电子信息工程,3,男,79,89,77,0,1,1,66.67,97,83,82.83,60,66.85
许利,计算机科学与技术,1,男,83,91,87,0,1,1,66.67,79,97,83.43,83,83.13
祁淑珍,电子信息工程,2,女,80,70,79,1,1,1,100.0,86,90,86.9,84,84.87
胡阳,计算机科学与技术,1,女,74,71,83,1,1,1,100.0,76,80,81.8,95,91.04
张浩,电子信息工程,3,女,63,89,62,1,1,0,66.67,94,73,76.48,62,66.34
王想,会计学,3,女,78,62,90,1,1,1,100.0,89,82,85.75,95,92.22
王文,金融学,1,女,87,93,70,1,1,1,100.0,96,73,87.25,100,96.18
舒秀兰,金融学,2,男,66,67,90,1,1,1,100.0,93,84,86.55,100,95.96
李秀梅,英语,2,男,83,91,92,0,1,1,66.67,91,99,87.43,70,75.23
周丽丽,金融学,2,女,73,79,91,1,1,0,66.67,81,97,82.13,94,90.44
崔岩,金融学,2,男,98,65,98,1,1,1,100.0,89,79,88.1,83,84.53
况秀英,英语,4,男,97,62,62,1,1,1,100.0,88,95,87.85,90,89.35
赵红,会计学,3,男,79,93,71,1,1,0,66.67,94,88,83.13,76,78.14
齐琳,英语,2,女,61,94,68,1,1,0,66.67,94,95,82.88,60,66.86
萧利,金融学,1,男,71,100,68,1,1,1,100.0,89,76,85.15,61,68.24
陆欢,计算机科学与技术,4,女,74,86,77,1,1,0,66.67,89,100,84.28,79,80.58
王丽丽,英语,4,女,87,79,65,1,1,0,66.67,85,73,75.93,60,64.78
丁桂芳,计算机科学与技术,4,女,84,68,87,1,1,1,100.0,89,99,90.9,84,86.07
汪平,金融学,2,男,92,98,66,1,0,1,66.67,78,87,80.18,95,90.55
杨宁,英语,1,女,94,78,99,0,1,1,66.67,90,87,84.68,88,87.0
陈玉华,会计学,3,女,92,92,70,1,1,1,100.0,73,88,85.65,86,85.9
钟磊,计算机科学与技术,1,男,68,98,72,0,0,1,33.33,89,71,70.47,79,76.44
方帅,计算机科学与技术,2,女,89,100,97,1,1,1,100.0,77,80,87.85,67,73.26
邱成,电子信息工程,2,男,68,83,61,1,1,1,100.0,72,91,81.95,74,76.38
杨成,金融学,1,男,99,77,93,1,1,1,100.0,90,81,89.65,68,74.49
李阳,金融学,3,女,64,91,77,1,1,1,100.0,87,87,86.7,75,78.51
彭林,计算机科学与技术,1,男,82,71,92,1,1,1,100.0,73,95,86.5,85,85.45
杨秀珍,金融学,4,女,81,73,76,1,1,1,100.0,80,95,86.75,89,88.32
任想,会计学,1,女,68,63,75,1,1,1,100.0,100,85,86.85,79,81.35
张宁,电子信息工程,1,女,100,72,64,1,1,1,100.0,89,95,89.6,82,84.28
韦桂芝,会计学,4,男,83,69,93,1,1,1,100.0,84,76,84.5,69,73.65
徐明,电子信息工程,1,女,99,77,95,1,1,1,100.0,80,75,85.85,89,88.06
林桂芳,计算机科学与技术,1,男,72,79,91,1,1,1,100.0,90,80,86.7,93,91.11
张健,会计学,3,男,63,61,95,1,1,1,100.0,83,75,81.4,74,76.22
王倩,电子信息工程,2,男,90,73,67,1,0,1,66.67,100,89,83.58,97,92.97
叶强,计算机科学与技术,3,女,79,86,60,1,0,1,66.67,80,91,78.58,77,77.47
刘涛,会计学,4,男,61,65,68,1,1,0,66.67,78,82,72.73,100,91.82
殷兰英,会计学,1,男,94,88,78,1,1,1,100.0,94,75,88.25,96,93.67
林文,计算机科学与技术,3,男,84,89,63,1,1,1,100.0,90,78,85.6,81,82.38
史桂兰,金融学,4,男,77,63,87,1,1,1,100.0,96,92,89.7,96,94.11
段金凤,电子信息工程,1,女,77,91,62,0,1,1,66.67,91,98,83.58,82,82.47
贺莉,金融学,2,男,100,73,83,1,1,1,100.0,99,86,91.85,63,71.65
陈洋,会计学,4,男,77,66,87,1,1,1,100.0,99,84,88.75,65,72.12
陈丽华,会计学,1,女,73,69,76,1,1,1,100.0,82,87,84.05,90,88.21
李玉华,会计学,4,女,71,84,78,1,1,1,100.0,86,86,86.3,96,93.09
陈淑华,会计学,1,女,85,80,64,1,1,1,100.0,97,96,91.15,80,83.34
刘秀荣,计算机科学与技术,1,女,86,65,86,1,0,1,66.67,79,78,76.28,62,66.28
汪想,英语,3,男,74,80,71,1,1,1,100.0,75,84,82.25,60,66.68
赵刚,会计学,3,女,71,67,76,1,1,1,100.0,71,80,79.15,67,70.64
刘燕,金融学,1,男,67,65,79,1,1,1,100.0,95,89,87.1,81,82.83
胡秀兰,计算机科学与技术,3,女,95,64,66,0,1,0,33.33,77,81,68.67,76,73.8
陆玉珍,计算机科学与技术,1,女,63,85,88,0,1,1,66.67,79,78,76.18,90,85.85
李宇,计算机科学与技术,4,女,62,95,68,1,1,1,100.0,87,83,85.0,83,83.6
江杰,英语,1,男,97,86,65,1,1,1,100.0,86,72,84.3,95,91.79
陈雷,英语,1,女,71,78,93,1,1,1,100.0,72,88,84.2,80,81.26
熊秀芳,计算机科学与技术,2,女,74,86,91,1,1,1,100.0,84,73,84.35,83,83.4
傅玉兰,会计学,1,女,86,79,65,1,1,1,100.0,98,95,91.25,92,91.78
何雪梅,计算机科学与技术,1,女,65,70,87,1,0,1,66.67,84,70,74.03,74,74.01
王勇,会计学,1,男,92,75,96,1,1,1,100.0,77,86,87.05,60,68.11
王博,英语,4,女,67,64,62,1,1,1,100.0,94,84,83.8,75,77.64
马秀荣,英语,2,女,72,65,94,1,1,1,100.0,72,89,83.35,83,83.1
易兵,会计学,2,女,79,90,62,1,1,1,100.0,83,96,87.85,75,78.85
黄凤兰,电子信息工程,3,女,63,77,95,1,1,1,100.0,79,96,87.25,97,94.07
李兰英,会计学,4,女,89,89,60,1,1,1,100.0,77,70,80.55,86,84.36
张华,会计学,4,女,76,89,67,1,1,1,100.0,85,100,89.45,88,88.44
刘斌,电子信息工程,2,男,84,85,93,1,1,0,66.67,73,75,76.53,96,90.16
王荣,会计学,1,女,90,81,85,1,1,0,66.67,88,81,81.18,95,90.85
方冬梅,金融学,1,男,84,75,84,1,1,1,100.0,71,94,85.55,75,78.16
林玲,电子信息工程,3,女,73,85,85,1,1,0,66.67,76,82,77.13,99,92.44
周凤兰,电子信息工程,3,女,65,68,87,1,1,1,100.0,76,78,80.5,65,69.65
丁颖,会计学,1,男,75,98,81,1,1,1,100.0,82,94,89.4,87,87.72
张岩,计算机科学与技术,3,女,64,69,74,1,0,1,66.67,70,96,75.53,81,79.36
宋旭,金融学,2,女,88,90,92,1,1,1,100.0,75,70,83.25,84,83.78
缪冬梅,会计学,4,男,79,76,96,1,1,1,100.0,91,82,88.35,60,68.5
王芳,会计学,3,女,83,70,96,1,0,1,66.67,83,95,82.73,94,90.62
曹红梅,英语,2,女,70,73,83,1,1,1,100.0,84,91,86.35,100,95.9
王宇,金融学,1,女,96,90,99,1,1,1,100.0,71,81,86.5,74,77.75
宋洁,金融学,4,男,80,83,70,1,0,1,66.67,96,97,84.88,91,89.16
纪柳,会计学,4,男,96,67,65,1,1,1,100.0,98,75,86.05,87,86.72
杜璐,英语,4,女,91,92,80,0,1,1,66.67,96,85,84.88,85,84.96
吕瑜,会计学,2,女,61,84,99,1,0,1,66.67,73,79,75.73,75,75.22
陆想,金融学,4,女,76,70,92,1,1,1,100.0,95,86,89.05,87,87.62
辜鑫,英语,2,男,60,75,96,1,1,1,100.0,90,81,85.85,63,69.85
刘帅,会计学,1,女,77,70,83,1,1,1,100.0,98,75,86.25,94,91.68
梁洁,电子信息工程,3,女,63,97,82,1,1,0,66.67,100,95,86.28,86,86.08
汤秀荣,英语,1,男,95,93,93,1,1,1,100.0,71,86,87.35,80,82.2
马红霞,电子信息工程,1,男,65,62,83,1,1,1,100.0,81,86,82.75,87,85.72
蒋燕,电子信息工程,4,男,82,75,89,1,1,1,100.0,89,73,85.1,81,82.23
