学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
张娜,计算机科学与技术,2,女,100,63,91,1,1,1,100.0,87,84,88.15,88,88.04,91.05,19.30,88.06
陈磊,会计学,3,女,79,95,69,1,1,1,100.0,72,76,81.3,66,70.59,86.50,13.11,72.12
徐淑珍,英语,4,女,74,93,94,1,1,1,100.0,89,79,88.1,94,92.23,91.30,11.27,91.64
杨帅,电子信息工程,3,女,85,84,91,1,1,1,100.0,87,89,90.0,89,89.30,92.40,3.79,89.40
柯丽,会计学,3,女,94,92,71,0,0,1,33.33,89,80,74.62,82,79.79,64.38,12.74,79.05
黄宇,会计学,1,女,75,90,66,0,1,1,66.67,74,80,74.93,87,83.38,72.87,12.12,82.17
张凯,英语,2,女,95,93,98,0,1,1,66.67,95,70,83.18,80,80.95,80.02,2.52,81.27
王倩,会计学,3,男,88,92,70,1,0,1,66.67,92,71,79.08,61,66.42,76.12,11.72,68.23
焦丽丽,英语,2,男,95,62,97,1,1,1,100.0,84,92,89.4,62,70.22,91.80,19.66,72.96
崔海燕,计算机科学与技术,3,男,88,71,91,1,1,1,100.0,95,88,90.75,77,81.12,92.45,10.79,82.50
周斌,电子信息工程,1,女,89,100,81,1,1,1,100.0,71,75,83.5,83,83.15,88.90,9.54,83.20
彭玉兰,英语,1,男,80,77,91,1,0,1,66.67,76,98,81.63,75,76.99,77.57,7.37,77.65
向冬梅,会计学,1,男,65,84,72,0,0,1,33.33,85,74,68.52,71,70.26,59.28,9.61,70.01
高静,金融学,1,女,75,64,61,1,1,1,100.0,91,93,86.0,95,92.30,87.60,7.37,91.40
孙林,会计学,2,男,79,81,84,1,1,1,100.0,79,92,87.15,61,68.84,90.05,2.52,71.46
夏琳,电子信息工程,1,女,92,65,86,1,1,1,100.0,83,72,83.05,100,94.92,87.55,14.18,93.22
张鑫,计算机科学与技术,3,女,98,90,81,1,1,1,100.0,85,91,90.9,91,90.97,93.30,8.50,90.96
王旭,会计学,1,女,98,64,89,1,1,1,100.0,79,84,85.85,98,94.35,89.55,17.62,93.14
秦婷婷,会计学,1,男,95,94,82,1,1,1,100.0,85,75,87.1,100,96.13,91.10,7.23,94.84
孔晨,会计学,2,男,81,76,98,1,1,0,66.67,85,89,82.33,60,66.70,78.27,11.53,68.93
彭阳,英语,3,男,87,62,74,1,1,0,66.67,81,72,73.88,74,73.96,71.92,12.50,73.95
韦倩,英语,3,男,66,84,68,1,0,1,66.67,76,71,71.88,89,83.86,70.52,9.87,82.15
谢建华,计算机科学与技术,2,女,86,63,99,1,1,1,100.0,88,97,91.05,67,74.22,92.55,18.23,76.62
卫鑫,计算机科学与技术,4,男,72,94,96,1,0,1,66.67,74,100,83.03,75,77.41,78.97,13.32,78.21
萧帅,电子信息工程,1,男,86,72,87,1,1,0,66.67,75,85,77.83,99,92.65,75.17,8.39,90.53
裴娜,会计学,4,男,75,90,94,1,0,1,66.67,75,82,78.48,84,82.34,76.12,10.02,81.79
周桂香,英语,1,男,98,70,78,1,1,1,100.0,89,97,91.1,74,79.13,92.50,14.42,80.84
薛淑华,英语,3,女,81,73,89,1,1,1,100.0,100,87,91.05,64,72.11,92.35,8,74.82
郑想,会计学,3,男,68,78,67,1,1,1,100.0,94,87,86.55,73,77.06,88.45,6.08,78.42
靳瑞,英语,3,男,71,98,98,0,1,1,66.67,70,75,76.28,73,73.98,75.12,15.59,74.31
李桂荣,计算机科学与技术,3,女,97,96,72,1,1,1,100.0,84,70,85.0,79,80.80,89.60,14.15,81.40
曾帅,计算机科学与技术,4,男,63,85,82,1,1,1,100.0,87,95,88.5,60,68.55,90.30,11.93,71.40
向伟,英语,4,女,84,91,95,1,1,1,100.0,76,82,86.5,100,95.95,90.70,5.57,94.60
王淑兰,金融学,1,男,73,74,64,1,1,1,100.0,76,88,82.1,67,71.53,85.70,5.51,73.04
初磊,会计学,1,男,70,70,71,1,1,1,100.0,87,80,82.85,73,75.95,86.15,0.58,76.94
唐彬,电子信息工程,3,男,100,65,89,1,1,0,66.67,87,70,77.98,62,66.79,75.62,17.90,68.39
周秀云,会计学,1,男,85,91,100,1,1,0,66.67,76,99,84.68,91,89.10,80.52,7.55,88.47
周萍,英语,2,女,93,60,71,1,1,0,66.67,98,79,79.98,91,87.69,75.62,16.80,86.59
周建国,计算机科学与技术,3,男,67,74,96,1,1,1,100.0,89,81,86.2,81,82.56,89.20,15.13,83.08
程旭,电子信息工程,3,女,74,84,63,1,1,0,66.67,99,77,79.43,84,82.63,75.17,10.50,82.17
黄文,金融学,1,男,65,66,62,1,1,1,100.0,71,72,75.05,77,76.41,80.75,2.08,76.22
阎文,英语,2,女,65,67,67,0,1,1,66.67,80,95,76.98,83,81.19,72.82,1.15,80.59
张建平,电子信息工程,2,男,72,83,85,1,1,1,100.0,71,75,80.5,78,78.75,85.90,7,79
徐平,会计学,1,男,93,93,99,1,1,1,100.0,92,92,94.5,60,70.35,96.10,3.46,73.80
路淑珍,电子信息工程,1,女,86,78,81,1,1,0,66.67,73,97,80.33,99,93.40,76.67,4.04,91.53
尚秀英,计算机科学与技术,4,男,88,95,65,1,0,1,66.67,95,97,86.13,96,93.04,80.27,15.70,92.05
吴建国,英语,3,男,70,83,89,1,1,1,100.0,88,70,83.7,78,79.71,87.90,9.71,80.28
周宇,英语,1,女,91,74,91,1,1,0,66.67,82,93,82.68,77,78.70,78.52,9.81,79.27
姜静,电子信息工程,4,男,97,75,61,1,1,1,100.0,84,81,84.55,71,75.06,88.05,18.15,76.42
彭帆,金融学,2,女,84,92,65,1,1,1,100.0,86,79,85.35,97,93.50,88.85,13.87,92.34
陈宁,计算机科学与技术,2,男,80,72,100,1,1,1,100.0,87,79,86.7,63,70.11,90.10,14.42,72.48
熊飞,电子信息工程,3,女,73,89,98,1,1,0,66.67,70,91,79.58,83,81.97,76.82,12.66,81.63
李桂香,会计学,1,男,100,68,66,1,1,1,100.0,97,85,88.9,86,86.87,90.70,19.08,87.16
陈彬,英语,2,女,92,90,79,1,1,1,100.0,94,84,90.6,83,85.28,92.80,7,86.04
杨瑜,金融学,1,女,97,63,95,1,0,1,66.67,73,93,80.33,68,71.70,77.07,19.08,72.93
陈岩,电子信息工程,2,女,99,61,91,0,1,1,66.67,77,71,75.43,66,68.83,73.97,20.03,69.77
杜想,电子信息工程,2,男,97,63,72,0,1,1,66.67,91,72,77.28,94,88.98,74.32,17.62,87.31
苏俊,电子信息工程,1,女,79,71,75,1,1,1,100.0,80,75,81.25,94,90.18,85.75,4,88.90
邓秀荣,金融学,3,女,73,100,77,1,1,1,100.0,76,100,89.0,65,72.20,91.40,14.57,74.60
李彬,计算机科学与技术,3,女,96,92,64,1,1,0,66.67,79,70,75.78,100,92.73,74.22,17.44,90.31
刘红,会计学,2,女,62,61,92,1,1,1,100.0,79,75,80.0,69,72.30,84.60,17.62,73.40
张淑华,金融学,4,男,81,72,96,1,1,1,100.0,82,87,87.15,80,82.14,90.25,12.12,82.86
李林,金融学,4,女,80,87,87,1,1,1,100.0,93,79,88.4,88,88.12,91.20,4.04,88.16
王丹丹,金融学,1,女,69,99,67,1,1,1,100.0,72,100,86.5,61,68.65,89.30,17.93,71.20
侯平,会计学,1,女,92,77,68,1,1,1,100.0,90,81,86.45,78,80.54,89.35,12.12,81.38
王洁,会计学,3,女,95,89,61,1,0,1,66.67,91,81,80.83,64,69.05,76.97,18.15,70.73
阎丽,金融学,2,女,63,97,88,1,1,1,100.0,74,94,86.8,69,74.34,90,17.62,76.12
张雪,会计学,3,男,70,79,96,1,1,1,100.0,76,94,87.0,78,80.70,90,13.20,81.60
周东,计算机科学与技术,1,男,76,93,85,1,0,1,66.67,88,76,79.73,90,86.92,76.67,8.50,85.89
梁杰,英语,2,女,95,81,95,1,1,1,100.0,90,88,91.6,91,91.18,93.80,8.08,91.24
张磊,金融学,3,女,93,72,100,1,1,1,100.0,70,78,83.5,91,88.75,88.70,14.57,88
刘建,英语,2,女,79,72,89,1,1,1,100.0,72,79,81.75,63,68.62,86.65,8.54,70.50
萧雷,计算机科学与技术,4,男,94,63,86,1,1,1,100.0,80,70,81.8,60,66.54,86.80,16.09,68.72
曹楠,电子信息工程,1,男,60,83,100,0,1,1,66.67,73,78,75.38,93,87.71,73.62,20.07,85.95
陈军,计算机科学与技术,1,男,76,93,69,0,1,0,33.33,80,99,75.22,77,76.47,63.98,12.34,76.29
宁峰,电子信息工程,3,男,86,91,89,1,1,1,100.0,83,95,91.1,76,80.53,93.30,2.52,82.04
杨萍,电子信息工程,3,女,76,67,69,0,1,1,66.67,94,89,80.28,65,69.58,75.32,4.73,71.11
迟海燕,英语,4,女,81,97,73,1,0,1,66.67,93,81,81.93,91,88.28,77.87,12.22,87.37
吴帅,计算机科学与技术,1,女,66,70,98,1,1,0,66.67,85,90,80.48,93,89.24,76.32,17.44,87.99
刘亮,电子信息工程,2,女,82,87,60,1,1,1,100.0,98,85,88.65,96,93.79,90.35,14.36,93.06
尤亮,计算机科学与技术,3,男,73,95,83,1,1,0,66.67,89,70,78.18,83,81.55,75.62,11.02,81.07
金旭,电子信息工程,1,男,93,87,65,1,1,1,100.0,75,97,87.5,69,74.55,90.30,14.74,76.40
徐莉,会计学,2,女,74,69,86,1,1,1,100.0,89,98,89.65,95,93.40,90.95,8.74,92.86
陈强,电子信息工程,3,男,79,90,98,1,1,1,100.0,91,97,93.7,73,79.21,94.90,9.54,81.28
余海燕,英语,1,男,97,61,62,1,1,1,100.0,74,78,80.0,82,81.40,84.80,20.50,81.20
罗倩,计算机科学与技术,3,男,96,91,63,1,1,1,100.0,70,82,83.0,72,75.30,87.80,17.79,76.40
谷建,会计学,3,男,90,95,75,1,1,1,100.0,91,88,90.75,95,93.72,92.85,10.41,93.30
李晶,英语,3,男,67,77,66,1,0,1,66.67,88,82,76.83,83,81.15,73.17,6.08,80.53
朱坤,金融学,4,女,88,67,61,1,1,1,100.0,86,77,82.35,71,74.40,86.05,14.18,75.54
郭明,计算机科学与技术,4,男,70,85,93,1,1,1,100.0,84,92,88.8,90,89.64,91.20,11.68,89.52
王明,英语,4,女,94,93,64,1,0,1,66.67,98,85,84.18,69,73.55,79.22,17.04,75.07
王刚,英语,4,男,62,87,67,1,1,1,100.0,88,92,86.6,94,91.78,88.60,13.23,91.04
郭成,金融学,1,女,94,88,60,1,1,1,100.0,79,78,83.45,71,74.74,87.75,18.15,75.98
宗梅,电子信息工程,4,女,75,75,61,1,1,1,100.0,97,89,87.6,90,89.28,89,8.08,89.04
许明,计算机科学与技术,3,女,63,98,88,1,1,1,100.0,98,86,90.9,73,78.37,92.50,18.03,80.16
吴英,金融学,1,女,64,92,72,1,1,1,100.0,81,72,81.05,90,87.32,85.75,14.42,86.42
杜成,英语,2,女,95,66,83,1,1,1,100.0,98,76,87.9,74,78.17,90.50,14.57,79.56
许丹丹,电子信息工程,2,女,76,95,88,1,1,1,100.0,99,92,93.65,89,90.40,94.55,9.61,90.86
谢洁,电子信息工程,2,男,87,76,96,1,1,1,100.0,75,91,87.4,65,71.72,90.80,10.02,73.96
张阳,英语,3,女,77,92,65,1,1,1,100.0,93,98,91.15,90,90.34,92.05,13.53,90.46
徐岩,金融学,2,女,63,94,94,1,1,1,100.0,88,90,89.6,79,82.18,91.80,17.90,83.24
吴红梅,英语,3,男,62,70,96,1,1,1,100.0,82,76,82.3,84,83.49,86.50,17.78,83.32
秦淑英,电子信息工程,1,女,80,88,73,0,1,1,66.67,81,98,82.18,78,79.25,77.62,7.51,79.67
卢玉英,英语,3,男,87,99,63,1,1,1,100.0,97,82,89.65,84,85.70,91.75,18.33,86.26
邹莉,会计学,2,女,75,94,98,1,0,0,33.33,97,76,76.62,60,64.99,65.98,12.29,66.65
张桂香,会计学,2,男,67,70,96,0,1,1,66.67,70,75,72.88,64,66.66,71.72,15.95,67.55
施秀珍,计算机科学与技术,2,男,91,69,78,1,0,1,66.67,74,86,77.13,65,68.64,74.47,11.06,69.85
王桂花,金融学,4,男,97,90,94,1,1,1,100.0,97,74,90.85,75,79.76,93.75,3.51,81.34
刘超,英语,4,女,93,80,94,1,1,0,66.67,87,85,83.03,72,75.31,79.17,7.81,76.41
罗金凤,会计学,1,男,71,69,62,0,1,1,66.67,94,87,78.78,72,74.03,74.02,4.73,74.71
黄倩,会计学,3,男,73,96,90,1,1,1,100.0,92,78,88.4,94,92.32,91.40,11.93,91.76
曹桂荣,会计学,2,男,95,88,81,1,1,1,100.0,92,70,86.9,75,78.57,90.70,7,79.76
郭杨,电子信息工程,4,男,84,64,93,1,1,1,100.0,89,72,84.35,85,84.80,88.25,14.84,84.74
姚霞,会计学,4,女,62,84,79,1,1,1,100.0,99,94,90.75,98,95.82,91.45,11.53,95.10
王婷,英语,2,男,87,99,78,1,1,1,100.0,99,81,91.4,100,97.42,93.40,10.54,96.56
林丹丹,英语,4,女,79,61,89,1,1,1,100.0,91,96,89.65,95,93.40,90.95,14.19,92.86
苗凯,计算机科学与技术,2,女,100,89,99,1,1,1,100.0,87,99,95.3,82,85.99,96.70,6.08,87.32
杨丽华,金融学,1,女,78,62,89,1,1,1,100.0,73,85,82.4,64,69.52,86.60,13.58,71.36
杨健,会计学,3,男,94,100,78,0,1,1,66.67,70,75,76.78,92,87.43,75.62,11.37,85.91
田杰,金融学,3,男,90,61,97,1,0,1,66.67,79,71,75.63,82,80.09,73.97,19.09,79.45
丁秀兰,电子信息工程,4,男,76,87,76,1,1,1,100.0,99,80,88.65,70,75.60,90.75,6.35,77.46
白浩,英语,1,女,63,67,93,1,1,1,100.0,98,98,91.3,66,73.59,91.70,16.29,76.12
贺婷,金融学,1,女,64,84,72,0,1,1,66.67,87,95,80.83,69,72.55,75.97,10.07,73.73
马瑜,英语,3,女,80,84,61,1,1,1,100.0,71,82,80.75,92,88.62,85.45,12.29,87.50
康春梅,英语,1,男,70,72,83,1,1,0,66.67,98,90,82.83,71,74.55,77.37,7,75.73
邝莉,计算机科学与技术,4,男,99,81,70,1,1,1,100.0,71,97,87.0,60,68.10,90.20,14.64,70.80
李浩,英语,4,男,86,69,69,1,1,1,100.0,77,99,86.4,65,71.42,88.80,9.81,73.56
刘凯,会计学,3,女,68,91,91,1,1,1,100.0,74,71,81.25,81,81.07,86.75,13.28,81.10
邓洋,金融学,4,男,71,100,74,1,1,1,100.0,84,87,87.25,62,69.58,90.15,15.95,72.10
田桂芝,电子信息工程,1,男,88,73,93,1,1,1,100.0,71,74,81.65,96,91.70,87.15,10.41,90.26
张霞,计算机科学与技术,1,女,77,81,75,0,1,1,66.67,92,96,83.63,92,89.49,78.17,3.06,88.65
牟莹,电子信息工程,2,男,91,60,97,1,1,1,100.0,91,77,86.8,79,81.34,90,19.86,82.12
周想,会计学,3,男,68,68,95,1,1,1,100.0,99,97,92.1,65,73.13,92.50,15.59,75.84
洪伟,电子信息工程,2,女,60,84,65,0,1,1,66.67,92,74,75.73,86,82.92,72.47,12.66,81.89
张峰,会计学,2,女,67,90,99,1,1,1,100.0,86,98,91.6,87,88.38,93.20,16.50,88.84
叶莉,金融学,1,女,82,70,98,1,1,1,100.0,86,77,85.75,90,88.72,89.45,14.05,88.30
张桂英,电子信息工程,3,男,86,88,70,1,1,1,100.0,73,82,83.15,83,83.04,87.65,9.87,83.06
余成,会计学,4,女,67,89,67,1,1,1,100.0,80,90,84.8,76,78.64,87.80,12.70,79.52
贺凤英,计算机科学与技术,2,女,65,61,84,1,1,1,100.0,77,84,81.25,88,85.98,85.15,12.29,85.30
陈帅,电子信息工程,1,女,89,85,77,1,1,1,100.0,89,72,85.35,78,80.20,89.25,6.11,80.94
黄芳,金融学,1,男,79,63,78,1,1,1,100.0,97,97,90.5,100,97.15,91.10,8.96,96.20
祝佳,计算机科学与技术,4,男,99,85,73,1,1,1,100.0,92,87,90.45,93,92.24,92.55,13.01,91.98
申梅,金融学,2,女,98,79,64,0,1,1,66.67,72,99,80.18,78,78.65,76.42,17.04,78.87
吴利,会计学,1,女,68,71,85,1,1,1,100.0,92,88,87.4,98,94.82,89.40,9.07,93.76
程桂英,英语,3,男,64,76,90,1,1,0,66.67,80,79,76.08,98,91.42,73.52,13.01,89.23
任玉英,金融学,2,女,72,62,100,1,1,1,100.0,94,89,89.15,72,77.14,90.85,19.70,78.86
苏婷,英语,2,女,73,69,71,0,1,1,66.67,74,97,77.38,70,72.21,73.62,2,72.95
熊刚,会计学,4,男,78,79,63,1,1,1,100.0,98,76,85.5,75,78.15,88.10,8.96,79.20
马云,会计学,2,女,69,98,80,1,1,1,100.0,94,85,89.45,65,72.34,91.55,14.64,74.78
严丹,计算机科学与技术,2,男,86,78,73,1,1,1,100.0,86,72,83.2,91,88.66,87.40,6.56,87.88
孙梅,计算机科学与技术,1,男,97,98,76,1,1,1,100.0,71,96,88.85,66,72.85,92.15,12.42,75.14
张平,英语,4,男,66,69,69,1,1,1,100.0,94,84,84.9,60,67.47,87.10,1.73,69.96
方强,电子信息工程,1,女,81,100,74,1,1,0,66.67,81,93,82.33,86,84.90,78.27,13.45,84.53
江晨,英语,3,男,92,62,86,0,1,1,66.67,74,80,75.83,98,91.35,73.77,15.87,89.13
王雪,计算机科学与技术,4,男,70,66,85,1,0,1,66.67,98,91,82.68,99,94.10,77.12,10.02,92.47
郭娟,会计学,1,男,94,76,64,1,1,1,100.0,96,92,90.4,95,93.62,91.60,15.10,93.16
邓想,英语,4,女,75,76,94,1,1,1,100.0,88,72,84.5,77,79.25,88.50,10.69,80
方荣,电子信息工程,4,男,92,99,74,1,0,1,66.67,85,74,79.58,65,69.37,77.02,12.90,70.83
王建华,电子信息工程,1,女,64,73,83,1,0,1,66.67,96,100,84.33,88,86.90,78.07,9.50,86.53
朱丽,英语,3,男,60,72,74,1,1,1,100.0,87,85,83.6,71,74.78,86.40,7.57,76.04
黄俊,计算机科学与技术,1,男,78,92,84,1,1,1,100.0,99,85,91.4,99,96.72,93,7.02,95.96
李玲,电子信息工程,2,男,60,88,79,1,1,1,100.0,79,96,86.45,81,82.64,88.95,14.29,83.18
余婷婷,金融学,3,女,100,76,67,1,1,1,100.0,71,98,86.55,97,93.86,89.65,17.06,92.82
郭桂兰,计算机科学与技术,2,女,92,98,68,1,1,1,100.0,87,96,91.55,75,79.96,93.25,15.87,81.62
庄健,会计学,2,男,67,61,65,1,1,1,100.0,73,81,77.8,99,92.64,82.40,3.06,90.52
刘辉,电子信息工程,3,女,95,95,90,1,1,1,100.0,70,76,84.5,69,73.65,89.90,2.89,75.20
黄宇,英语,4,女,64,91,83,1,1,1,100.0,94,84,88.3,78,81.09,90.50,13.87,82.12
罗琴,英语,4,女,96,90,97,1,1,1,100.0,71,72,84.05,77,79.11,89.75,3.79,79.82
陈婷,计算机科学与技术,3,男,67,75,89,1,1,1,100.0,81,90,85.85,99,95.06,88.75,11.14,93.74
薛丽娟,电子信息工程,3,女,87,61,86,1,1,1,100.0,78,74,81.4,82,81.82,86.20,14.73,81.76
陈柳,金融学,2,女,81,69,99,0,1,1,66.67,86,100,84.73,99,94.72,79.47,15.10,93.29
李倩,计算机科学与技术,2,男,65,86,72,1,1,0,66.67,70,90,75.63,87,83.59,72.97,10.69,82.45
马博,金融学,4,男,63,93,98,1,1,0,66.67,72,84,77.73,68,70.92,75.47,18.93,71.89
汪莹,电子信息工程,2,男,77,96,67,1,1,1,100.0,96,91,90.75,96,94.42,92.05,14.73,93.90
杨刚,计算机科学与技术,1,男,63,64,70,1,1,1,100.0,84,70,78.2,81,80.16,82.80,3.79,79.88
谢东,金融学,4,男,76,88,64,1,1,1,100.0,97,97,91.3,94,93.19,91.90,12,92.92
吴佳,计算机科学与技术,1,男,76,80,96,1,1,1,100.0,72,74,81.7,70,73.51,87.10,10.58,74.68
赵建军,金融学,2,男,96,60,76,1,1,1,100.0,90,95,89.45,61,69.54,90.95,18.04,72.38
高敏,电子信息工程,3,女,71,100,77,1,1,1,100.0,81,84,86.05,70,74.82,89.55,15.31,76.42
郑宁,金融学,4,男,96,94,82,1,1,1,100.0,99,76,90.95,66,73.48,93.45,7.57,75.98
曹刚,电子信息工程,1,男,95,62,95,1,0,1,66.67,77,77,77.03,73,74.21,74.97,19.05,74.61
陈小红,计算机科学与技术,2,男,71,74,94,1,1,1,100.0,95,95,91.4,79,82.72,92.40,12.50,83.96
薛红霞,英语,3,男,93,88,60,1,0,1,66.67,76,80,76.43,88,84.53,74.17,17.79,83.37
段玉珍,会计学,4,男,99,63,69,1,1,1,100.0,91,77,85.1,76,78.73,88.30,19.29,79.64
安坤,电子信息工程,3,男,61,78,61,1,1,1,100.0,97,87,86.0,95,92.30,87.60,9.81,91.40
阳旭,电子信息工程,4,女,65,81,92,0,1,1,66.67,77,91,79.13,82,81.14,75.67,13.58,80.85
王楠,电子信息工程,1,男,76,99,81,0,1,1,66.67,100,88,85.93,87,86.68,80.47,12.10,86.57
李梅,英语,4,男,91,99,60,1,1,1,100.0,73,93,86.5,61,68.65,89.90,20.60,71.20
刘桂香,计算机科学与技术,1,女,98,73,72,1,1,1,100.0,76,70,80.8,96,91.44,86.20,14.73,89.92
洪红霞,英语,4,女,74,100,90,1,1,1,100.0,97,85,91.9,90,90.57,93.70,13.11,90.76
田秀云,计算机科学与技术,3,女,66,89,69,1,1,1,100.0,91,70,82.65,65,70.30,86.55,12.50,72.06
刘慧,金融学,1,男,81,95,100,0,1,1,66.67,92,100,88.93,85,86.18,83.07,9.85,86.57
谭刚,金融学,4,女,86,72,96,1,0,1,66.67,82,88,81.23,85,83.87,77.57,12.06,83.49
冯春梅,计算机科学与技术,3,女,60,80,86,1,1,1,100.0,84,86,85.1,96,92.73,88.10,13.61,91.64
李秀云,英语,1,女,73,92,88,1,1,1,100.0,71,97,87.3,80,82.19,90.50,10.02,82.92
温敏,英语,3,男,70,84,69,1,1,1,100.0,84,79,83.05,67,71.82,86.75,8.39,73.42
朱阳,计算机科学与技术,4,男,72,97,79,1,1,1,100.0,89,90,89.55,78,81.46,91.65,12.90,82.62
郭玲,金融学,3,男,80,88,77,1,1,1,100.0,72,79,82.25,81,81.38,87.15,5.69,81.50
王莉,英语,2,男,63,76,67,1,1,1,100.0,100,80,85.6,83,83.78,87.60,6.66,84.04
侯秀兰,会计学,4,男,75,86,79,1,1,1,100.0,92,96,91.0,63,71.40,92.20,5.57,74.20
李旭,金融学,1,男,85,64,70,1,1,1,100.0,80,82,82.4,76,77.92,86.20,10.82,78.56
马瑜,电子信息工程,4,女,83,70,96,1,1,1,100.0,70,75,81.15,75,76.84,86.65,13,77.46
方秀华,电子信息工程,2,女,61,78,88,1,1,1,100.0,92,84,86.7,93,91.11,89.10,13.65,90.48
朱斌,电子信息工程,2,女,62,91,72,1,1,1,100.0,90,74,83.5,75,77.55,87.10,14.73,78.40
张柳,会计学,1,女,61,93,95,1,1,1,100.0,100,75,88.65,84,85.40,91.15,19.08,85.86
刘秀云,金融学,4,女,99,91,68,1,1,1,100.0,95,89,91.8,64,72.34,93.40,16.09,75.12
巩洋,电子信息工程,3,男,74,67,62,1,1,1,100.0,83,89,83.3,93,90.09,86.10,6.03,89.12
白建国,金融学,3,男,76,65,80,1,1,1,100.0,74,79,80.35,85,83.60,85.05,7.77,83.14
梁雪梅,会计学,2,女,85,79,62,1,1,1,100.0,87,77,83.6,67,71.98,87.20,11.93,73.64
石刚,计算机科学与技术,2,女,60,98,86,1,1,1,100.0,91,88,89.15,81,83.44,91.25,19.43,84.26
包秀云,计算机科学与技术,2,男,88,89,97,1,1,1,100.0,96,99,96.15,71,78.54,96.65,4.93,81.06
王丹丹,英语,2,男,76,75,89,1,1,0,66.67,75,83,76.83,71,72.75,74.37,7.81,73.33
袁晶,计算机科学与技术,1,男,75,91,88,1,1,1,100.0,74,84,84.9,100,95.47,89.10,8.50,93.96
吕萍,电子信息工程,3,女,91,74,84,1,1,1,100.0,90,92,90.4,91,90.82,92.20,8.54,90.76
钱彬,英语,3,女,67,75,96,1,1,1,100.0,85,72,83.05,70,73.91,87.35,14.98,75.22
刘秀梅,英语,3,女,81,97,66,1,1,1,100.0,91,95,90.9,84,86.07,92.30,15.50,86.76
张婷,计算机科学与技术,2,女,75,68,76,1,1,1,100.0,95,78,85.15,93,90.64,87.85,4.36,89.86
刘芳,电子信息工程,4,男,60,80,97,1,1,1,100.0,76,97,86.95,73,77.18,89.65,18.52,78.58
朱想,英语,4,男,63,92,77,0,1,1,66.67,71,77,73.53,97,89.96,72.07,14.50,87.61
吉亮,电子信息工程,2,男,90,69,72,1,1,1,100.0,79,70,80.35,83,82.20,85.45,11.36,81.94
梅杰,计算机科学与技术,3,男,62,90,64,1,0,1,66.67,80,76,73.93,69,70.48,71.67,15.62,70.97
夏艳,电子信息工程,2,男,70,93,76,1,1,1,100.0,89,96,90.15,75,79.54,91.65,11.93,81.06
郑娜,金融学,2,女,94,65,76,1,1,1,100.0,100,94,92.0,94,93.40,92.60,14.64,93.20
周莉,计算机科学与技术,1,男,95,60,84,1,1,1,100.0,74,72,80.4,95,90.62,85.80,17.90,89.16
涂丹丹,电子信息工程,4,男,85,78,77,1,1,1,100.0,79,79,83.5,72,75.45,87.70,4.36,76.60
马桂芝,会计学,2,女,81,95,92,1,0,1,66.67,98,98,89.13,60,68.74,82.87,7.37,71.65
魏洁,英语,2,男,60,97,94,1,1,1,100.0,87,97,91.1,75,79.83,92.70,20.55,81.44
邹超,电子信息工程,2,女,87,71,68,1,1,1,100.0,95,86,87.85,88,87.95,89.75,10.21,87.94
王玉英,金融学,1,男,96,86,91,0,1,0,33.33,95,81,77.97,65,68.89,67.03,5,70.19
柴杨,会计学,1,男,64,95,89,1,1,1,100.0,83,75,84.3,87,86.19,88.50,16.44,85.92
蒙秀芳,会计学,1,女,75,91,99,1,1,1,100.0,73,71,82.5,63,68.85,88.10,12.22,70.80
黄峰,英语,1,女,68,62,86,1,1,1,100.0,72,83,80.35,62,67.50,84.85,12.49,69.34
傅畅,计算机科学与技术,3,男,79,70,64,1,1,1,100.0,74,80,79.8,60,65.94,84.40,7.55,67.92
王瑜,计算机科学与技术,3,男,82,79,77,1,1,1,100.0,73,78,81.55,80,80.46,86.45,2.52,80.62
刘丹丹,电子信息工程,3,男,81,66,97,1,1,1,100.0,76,73,81.65,81,81.19,86.75,15.50,81.26
刘桂珍,电子信息工程,3,女,84,100,89,1,1,0,66.67,78,81,80.38,72,74.51,77.82,8.19,75.35
苏磊,金融学,3,男,82,97,92,1,1,1,100.0,71,88,86.85,67,72.96,90.95,7.64,74.94
徐平,电子信息工程,2,男,84,84,88,1,1,1,100.0,86,100,92.1,84,86.43,93.50,2.31,87.24
王莹,电子信息工程,4,男,73,94,86,1,1,1,100.0,97,81,89.8,60,68.94,92,10.60,71.92
何海燕,电子信息工程,1,女,99,80,77,1,1,1,100.0,95,92,92.35,80,83.70,93.65,11.93,84.94
邹帅,英语,2,女,63,78,97,1,1,1,100.0,90,93,89.55,84,85.66,91.25,17.04,86.22
王雪梅,金融学,3,女,62,94,96,1,0,1,66.67,82,83,79.78,70,72.93,76.62,19.08,73.91
林建军,金融学,2,女,68,97,95,0,0,1,33.33,94,94,79.67,82,81.30,67.53,16.20,81.07
文楠,计算机科学与技术,1,女,69,75,60,1,1,1,100.0,97,90,87.15,76,79.34,88.45,7.55,80.46
李冬梅,金融学,3,男,83,96,89,1,1,1,100.0,94,84,91.3,87,88.29,93.50,6.51,88.72
常磊,计算机科学与技术,1,女,65,84,70,1,1,1,100.0,76,77,80.15,72,74.44,84.85,9.85,75.26
杜红梅,金融学,2,男,61,66,83,1,1,1,100.0,75,73,78.0,72,73.80,83.20,11.53,74.40
